Date,BVR_mean_RDOsat_percent_13,BVR_mean_EXOChla_ugL_1.5,BVR_mean_EXOfDOM_QSU_1.5,BVR_mean_EXOTemp_C_1.5,BVR_mean_EXODOsat_percent_1.5,BVR_mean_schmidt_stability,mean_ShortwaveRadiationUp_Average_W_m2,mean_AirTemp_C_Average,mean_WindSpeed_Average_m_s,sum_Rain_Total_mm
2020-07-23,0,1.893356643,11.97454545,28.09603497,109.8694656,108.4861925,175.9858049,25.92942619,1.681167361,5.08
2020-07-24,0,2.276666667,12.37534722,27.58613889,110.1386111,105.0396534,244.1010472,26.39910868,1.579582639,4.318
2020-07-25,0,1.955,12.28715278,27.64376389,112.2102083,106.8635865,259.8783035,26.72282029,1.751403472,3.048
2020-07-26,0,1.774583333,12.10916667,27.96745139,113.5731944,109.0331572,213.6101715,26.94055806,1.620191667,1.778
2020-07-27,0,1.52375,11.85895833,28.20518056,114.1141667,114.3214104,253.5509312,27.25369706,2.016701389,1.016
2020-07-28,0,1.539166667,11.73493056,28.33932639,113.630625,112.3144475,226.4866514,26.48133928,2.176333333,2.286
2020-07-29,0,1.743472222,11.83576389,28.30216667,114.0377083,110.6522338,215.9701306,26.27396546,1.416704861,1.27
2020-07-30,0,1.826527778,11.77875,28.4361875,114.5353472,110.4327409,155.0397035,25.61119662,1.361965972,7.366
2020-07-31,0,1.9825,11.53659722,28.37740278,112.961875,108.781584,158.6734951,24.74229371,1.446297222,
2020-08-01,0,4.127361111,12.46013889,27.79217361,112.5027778,104.2024303,186.8062715,24.16295139,1.219531944,10.922
2020-08-02,0,2.692291667,12.36506944,27.7899375,115.1738194,104.9828795,208.6236243,24.69241667,1.22878125,0
2020-08-03,0,2.986944444,12.41875,27.36202778,113.0461111,99.50579014,90.39906111,22.00384028,1.293957639,6.35
2020-08-04,0,2.657777778,12.69645833,26.92677083,111.7376389,78.83270235,281.4075688,23.70707639,2.244395833,0
2020-08-05,0,2.268958333,12.44173611,26.96329167,113.8438194,79.38456721,208.0750785,23.20357639,1.667355556,10.922
2020-08-06,0,2.680070423,12.62802817,26.71551408,113.9471538,77.65529952,170.5750326,22.28485417,1.310903472,0.508
2020-08-07,0,2.797222222,12.75993056,26.50513194,113.7088194,76.77937451,237.78775,22.90484722,1.129763194,0
2020-08-08,0,2.348611111,12.63506944,26.805375,116.6404167,78.79665221,246.1918215,23.78145139,1.252909028,0
2020-08-09,0,2.44,12.60097222,27.20179861,118.9827778,80.93129859,256.0278632,24.16888194,1.285296528,0
2020-08-10,0,2.081944444,12.17354167,27.58318056,119.3158333,83.41417682,230.828159,24.76272917,1.532651389,0
2020-08-11,0,1.9125,12.18791667,27.70506944,120.9879167,84.47779357,245.4557729,26.39463617,1.150495833,0
2020-08-12,0,2.039714286,12.0875,27.97630714,121.1102143,85.71354442,157.4623229,26.23246724,1.480985417,0
2020-08-13,0,2.570820896,12.44761194,27.60356716,118.8303226,83.88785538,112.5746986,25.0166875,0.932049306,11.176
2020-08-14,0,3.194295775,12.76788732,27.1004507,116.9443662,81.15467026,109.500834,23.76945833,0.899097222,21.844
2020-08-15,0,5.486597222,13.04534722,26.14859722,110.8539583,74.74249519,46.52503194,19.65545139,1.7475875,22.352
2020-08-16,0,5.582237762,12.82944056,25.10313287,107.7094406,66.17184465,124.2505236,18.61729861,2.373675,0
2020-08-17,0.005122921,4.548394161,12.38773723,25.42886861,109.7418254,68.15390541,244.1539993,22.13109028,1.730372222,0
2020-08-18,0,4.411958042,12.66881119,25.03683217,111.5940559,65.04952944,227.0277264,22.78782751,1.520640278,0
2020-08-19,0,3.409716312,12.31659574,25.31829787,115.7058865,66.19762908,236.5236701,23.03270833,1.8962875,0
2020-08-20,0,3.789352518,12.64532374,25.18894964,115.6335938,65.1249445,216.8565132,22.95490972,1.130652083,0
2020-08-21,0,4.788680556,12.7725,25.11900694,114.6692361,64.72316897,90.96889167,22.48983333,0.747109722,1.778
2020-08-22,0,4.025,12.69743056,25.02281944,115.1540278,64.05768817,190.6939778,23.65965972,1.061782639,0.762
2020-08-23,0,3.40951049,12.40188811,25.2693007,117.7341259,65.65149576,218.9693569,23.88802666,1.167983333,0
2020-08-24,0,3.637638889,12.28520833,25.62161111,120.1445833,67.89126469,222.8135806,25.17664114,1.444486111,0
2020-08-25,0,3.668055556,11.60631944,26.31029861,120.3821528,72.45889085,247.2649972,26.50266294,2.23569375,0
2020-08-26,0,4.073971631,12.01503546,25.83831206,115.8530769,69.92958355,235.4942521,25.82202797,1.923936111,0
2020-08-27,0,4.4475,11.62361111,26.64415972,119.7316667,73.95670808,191.4074368,26.56561779,1.720998611,0
2020-08-28,0,4.446111111,11.85625,26.44175694,118.6254861,73.89401824,167.3163354,27.36780971,1.282593056,0.254
2020-08-29,0,4.681736111,11.79854167,26.53403472,119.2310417,74.86628484,155.9991868,26.2696676,1.388267361,2.286
2020-08-30,0,5.106944444,11.675,26.15621528,116.0092361,72.02530904,211.5533028,24.93724942,1.297498611,0
2020-08-31,0,6.734791667,11.80486111,25.54322222,112.1557639,66.69276464,45.12274444,20.62850694,1.270397917,51.816
2020-09-01,0,8.699375,12.17638889,24.67092361,101.0501389,60.46070271,73.36825208,21.22977778,0.966625694,5.334
2020-09-02,0,7.897972028,12.64734266,24.63672028,106.9927273,61.14565607,205.8027194,26.60263497,1.38453125,0
2020-09-03,0,6.839160839,12.18482517,25.57930769,116.5147552,66.61652602,216.9314813,27.40942581,1.895847917,0
2020-09-04,0,6.558811189,11.37944056,26.21637762,118.1132867,69.4028519,218.0975569,25.59209192,2.031634722,0
2020-09-05,0,6.896736111,11.83256944,25.47170139,117.0621528,65.70446041,266.1476215,22.03466395,2.3010875,0
2020-09-06,0,7.453636364,11.93818182,24.90818182,118.7502797,61.01207198,246.5785069,20.91851741,1.771408333,0
2020-09-07,0,7.541111111,12.49854167,24.59485417,119.2433333,58.89148891,245.1309465,22.03909128,1.514304167,0
2020-09-08,0,7.418611111,12.30958333,24.68011806,121.968125,59.79924384,241.4783465,22.95699367,1.645351389,0
2020-09-09,0,8.782773723,12.43007299,24.69364234,121.9949206,59.26172226,108.389441,23.93186632,1.27475,0.254
2020-09-10,0,8.306597222,12.37131944,24.81008333,123.5065278,60.06055372,137.5251708,24.25699346,1.459247917,8.128
2020-09-11,0,8.800347222,12.54173611,25.03843056,124.6781944,61.43120205,142.9072542,24.98712794,1.874184722,0
2020-09-12,0,10.84594406,13.01055944,24.24711888,107.1530769,56.57341684,56.29822292,22.769625,1.503621528,0
2020-09-13,0,10.20979021,13.09916084,23.79400699,97.26531469,53.42993618,177.8904042,22.95558188,1.225822917,0
2020-09-14,0,9.238194444,12.42555556,24.33569444,113.281875,57.14514847,192.2980313,23.28929556,2.124629167,0
2020-09-15,0,10.43958333,12.64020833,23.82645833,110.816875,53.01825534,165.5540188,17.18547126,1.233890278,0
2020-09-16,0.024341223,11.47625954,12.61045802,22.73245802,96.89725,46.24997673,147.0629167,13.8687625,1.543945139,0
2020-09-17,0,11.87188811,12.66643357,22.04394406,90.09377622,41.70101502,26.37713889,17.37714583,1.3975125,0.254
2020-09-18,0,10.06608392,12.50965035,22.07225874,94.17622378,40.73355179,186.9454646,20.04940574,4.17313125,0
2020-09-19,0,10.44888112,12.60874126,21.3711049,92.4751049,37.29566897,189.8172542,13.34565436,2.238028472,0
2020-09-20,0,9.652361111,12.7275,20.33202083,85.17965278,30.66974136,240.9376139,11.3743928,1.756980556,0
2020-09-21,0,8.752937063,12.68216783,19.79241958,91.34496503,27.66409056,235.5509611,12.54687911,1.655982639,0
2020-09-22,0,7.428194444,12.43090278,19.70420833,92.45430556,26.94684295,229.2890146,14.53719402,2.436199306,0
2020-09-23,0,7.946363636,12.41146853,19.38953147,93.42426573,25.29011628,192.4066646,18.3907455,2.169334028,0
2020-09-24,0,8.64875,12.61194444,19.41419444,94.82263889,25.29097743,70.76666736,18.25548528,1.524892361,0
2020-09-25,0,9.832569444,12.83805556,18.92208333,91.154375,22.60546789,27.31670347,16.94069444,1.009295833,37.846
2020-09-26,0,9.156783217,12.66090909,19.00111888,90.21,22.41672659,159.2512757,18.78132406,1.520629167,0.254
2020-09-27,0,9.587622378,12.76447552,19.05346853,96.19300699,23.39933212,150.6775063,19.44304422,1.265239583,0
2020-09-28,0,10.45454545,12.97251748,19.21456643,99.35594406,24.06616066,114.3875167,19.768875,1.463219444,4.064
2020-09-29,0,10.31534722,12.83916667,19.28822222,99.55118056,23.55162029,20.79732014,16.65698611,3.046605556,32.512
2020-09-30,0,9.428391608,12.46118881,18.62382517,90.81958042,19.42786972,220.6451896,14.95804218,1.578967361,0
2020-10-01,0,9.24962406,12.36676692,18.73820301,91.89663934,19.85228146,169.1806715,18.22797222,2.394413889,0
2020-10-02,0,10.0925,12.37145833,18.56861806,94.96604167,19.07625121,215.2152139,15.37884725,2.75513125,0
2020-10-03,0,11.80167832,12.53461538,17.76256643,89.40923077,15.33599252,201.2957007,12.90006581,1.857340972,0
2020-10-04,0,12.78520833,12.61576389,17.40990972,91.49861111,13.82463799,193.6122229,14.25457616,1.165295139,0
2020-10-05,0,11.47656,12.4876,17.584616,94.48286957,14.67544993,213.7145597,14.38912934,2.652088194,0
2020-10-06,0,12.72874126,12.46454545,17.31560839,93.15391608,13.82326118,207.2446576,16.06020582,1.428746528,0
2020-10-07,0,10.15305556,12.24402778,18.07596528,98.00638889,17.49964501,199.8383632,21.99725592,2.467146528,0
2020-10-08,0,10.32118881,12.24916084,18.09691608,99.22643357,17.1702537,202.3272014,20.85939223,2.473579861,0
2020-10-09,0,13.42888112,12.43216783,17.4652028,96.10433566,14.19199514,138.3693135,16.49631006,1.258997917,0
2020-10-10,0,14.09805556,12.52034722,17.40295833,99.06180556,13.96728092,40.40365486,18.51422448,1.172495833,13.716
2020-10-11,0,14.14229167,12.614375,17.24931944,90.33097222,13.23677105,27.59384028,19.71128631,1.631935417,26.416
2020-10-12,0,15.12475524,12.56384615,17.36739161,93.9251049,13.74796845,46.50727778,21.08200157,1.305128472,1.27
2020-10-13,0,12.30006944,12.41291667,17.86684722,98.18854167,15.72601205,180.4543701,19.56718116,2.630004861,0.254
2020-10-14,0,11.95126761,12.41169014,17.15538732,90.10167939,12.40414071,184.980666,17.56700538,2.301853472,0
2020-10-15,0,13.13256944,12.60645833,16.77144444,88.00715278,11.08343308,151.0634576,17.63096486,1.3022875,0
2020-10-16,0,10.75181818,12.52405594,17.01053147,93.96545455,10.82119305,79.49688333,14.4980403,4.23745625,0
2020-10-17,0,10.271875,12.48138889,16.31429861,86.66131944,8.955071279,180.9677993,8.833940515,1.966526389,0
2020-10-18,0,10.93506944,12.55048611,15.65801389,81.04625,7.022504124,174.008984,9.205671528,1.436092361,0
2020-10-19,0,12.13798611,12.64541667,15.46572917,85.52194444,6.59350822,168.2390181,12.68177847,1.446398611,0
2020-10-20,0,11.41293706,12.5472028,15.86601399,90.39895105,8.371571716,165.8523799,15.39976389,1.341619444,0
2020-10-21,0,12.1941958,12.54433566,16.06074825,93.20531469,9.362265703,167.8566806,18.013375,1.390729861,0
2020-10-22,0.025379306,12.98486111,12.59840278,16.33148611,96.23270833,11.67324458,165.9456833,18.45468056,1.39188125,0
2020-10-23,0,13.34246479,12.61661972,16.64191549,99.17866197,12.53420917,169.2154889,18.24664583,1.300372917,0
2020-10-24,0,10.40197183,12.11901408,18.1378662,104.1252113,18.81781736,113.490166,19.00342361,1.869799306,4.572
2020-10-25,0,17.85160839,12.81972028,16.52385315,98.91111888,11.46572714,26.61519514,10.66013889,1.17244375,16.51
2020-10-26,0,14.64511278,12.52255639,16.48745113,99.05713115,11.62861718,164.7628562,13.48061806,1.328559722,0
2020-10-27,,16.46744681,12.45531915,16.74384397,99.5858156,,65.24642153,16.15511111,1.567127778,0
2020-10-28,,16.88398601,12.53531469,16.63348951,100.0913986,,40.74101319,16.60275694,1.053977083,0.762
2020-10-29,,16.33900763,12.55430556,16.81364583,94.41381944,,54.16537847,19.42375,2.170951389,50.8
2020-10-30,0,12.06713287,12.48776224,16.5491958,94.03657343,8.59895875,111.3116694,11.51355903,3.267709028,0.254
2020-10-31,0,11.84375,12.67819444,15.03121528,76.80875,5.367730096,140.9711063,6.532913889,1.696321528,0
2020-11-01,0,9.508671329,12.71076923,14.5516993,72.41517483,3.384575809,124.8413944,10.18658819,2.278422917,13.462
2020-11-02,59.08179052,9.11013986,11.91818182,13.14604196,76.75083916,0.169987909,167.6767215,4.512865278,2.845149306,0
2020-11-03,64.59764646,8.674615385,11.4634965,12.30425874,76.33230769,0.245366201,161.5731472,9.613139583,3.122956944,0
2020-11-04,40.73029014,8.856319444,11.65479167,11.98927778,73.38680556,0.523676524,157.8305382,11.37999653,1.936751389,0
2020-11-05,36.18147736,8.31986014,11.81818182,11.95925874,75.24188811,0.90726254,154.3638688,11.55953333,1.752027778,0
2020-11-06,41.25015299,7.201328671,12.0379021,12.31568531,81.02692308,2.031528352,152.8332993,13.68254167,2.1554875,0
2020-11-07,36.30555778,8.60048951,12.11440559,12.33135664,83.17482517,2.0535516,149.356684,14.69598286,1.903288194,0
2020-11-08,27.95646701,9.817569444,12.21694444,12.48781944,85.808125,2.53554821,136.0739028,15.48042361,1.764528472,0
2020-11-09,22.81495125,11.0465035,12.29545455,12.65243357,87.53454545,2.951944749,135.8355431,16.46461806,1.554005556,0
2020-11-10,23.05355752,14.97784173,12.38338129,12.75110072,88.32625,3.716137306,85.42180069,18.37261806,1.400328472,1.27
2020-11-11,23.43731569,14.92021127,12.43028169,13.07792958,85.81394366,4.935474765,15.90333958,19.26213889,1.711588194,64.516
2020-11-12,16.60083149,12.95450704,12.72661972,14.65902817,92.65732394,17.49137208,15.74242708,15.37545833,2.0814,34.29
2020-11-13,5.712652035,13.39722222,13.27715278,14.56763889,95.22354167,14.88228691,129.9449313,13.111875,1.547101389,0.508
2020-11-14,1.523448125,12.39188811,13.30972028,13.67231469,89.54293706,8.884757722,130.720316,10.29277431,1.429973611,0
2020-11-15,4.606750257,9.668680556,13.50548611,12.89770139,83.88944444,4.26674777,19.6731625,13.41586111,3.441166667,0
2020-11-16,65.10765819,6.975902778,13.55506944,12.12686806,83.58597222,0.191053856,145.5122201,9.613673611,2.673023611,0
2020-11-17,79.52552875,6.353286713,13.49398601,11.35363636,82.15846154,-0.316438455,92.27994306,6.463439583,3.056334028,0
2020-11-18,79.27794438,6.273680556,13.56541667,10.433625,82.81722222,0.121242757,141.1836146,2.818884028,2.58215625,0
2020-11-19,52.51556292,7.125416667,13.69673611,9.905527778,81.54652778,0.460306528,135.2067958,4.415485417,1.568463889,0
2020-11-20,67.80503576,6.664647887,13.7221831,9.801788732,82.98197183,0.749954976,135.2277097,11.26265654,2.416052778,0
2020-11-21,76.29975792,6.510972222,13.77506944,10.00819444,85.49944444,1.453510949,124.8303347,14.15249306,2.922131944,0
2020-11-22,55.01539097,7.143194444,13.84638889,9.811423611,83.62034722,0.952997175,73.71718542,13.54181944,1.292667361,0
2020-11-23,81.81730958,6.177746479,13.96295775,9.925950704,88.08176056,0.174483099,133.0814562,7.744055556,2.870027778,0.762
2020-11-24,74.70717799,7.496111111,14.03152778,9.523847222,87.13104167,0.154142892,98.05436823,5.176497533,1.569502083,
2020-11-25,64.26207944,7.426153846,14.01594406,9.263622378,85.1613986,0.074156367,46.62977431,7.838296528,2.134002083,0
2020-11-26,72.82568278,6.925874126,14.05734266,9.634314685,87.80629371,0.451735956,125.8172785,13.17024389,1.922345139,0
2020-11-27,68.99401965,7.534405594,14.10027972,9.817636364,90.47027972,1.06725776,110.2667104,9.887584722,1.94814375,0
2020-11-28,77.05897507,7.081818182,14.15496503,9.862636364,92.65678322,0.58355397,124.7944882,9.289898611,2.32790625,0
2020-11-29,74.78146,7.118741259,14.17496503,9.410454545,88.20286713,0.200208177,100.5551625,7.622995139,1.817891667,5.842
2020-11-30,79.87438688,6.536853147,14.14216783,9.33665035,89.80034965,0.097667963,53.84496528,7.457088889,2.098983333,30.734
2020-12-01,89.77367618,5.657083333,14.254375,8.596993056,90.96215278,-0.011700814,56.46182431,0.899670139,3.147748611,0
2020-12-02,89.48805007,6.052657343,14.32895105,7.795468531,91.18034965,0.016294034,127.3420618,2.385575,3.442389583,0
2020-12-03,86.91123007,6.378194451,14.35340278,7.461069444,91.87138889,0.244837988,118.7834764,5.011174306,1.994146528,0
2020-12-04,70.18159722,6.731056345,14.4106338,7.287725352,91.0821831,0.373623919,35.73000694,8.1258875,1.403775694,30.48
2020-12-05,90.20318319,4.994545455,14.42272727,7.086132867,91.75454545,-0.004562949,40.89307639,6.092305556,2.731040972,2.286
2020-12-06,89.09459069,5.681619718,14.43035211,6.913457746,92.18105634,0.114387015,118.9845854,3.836922222,1.883604861,0
2020-12-07,85.65193306,5.542797203,14.42559441,6.751153846,91.71076923,0.015678768,27.57511736,1.053614583,2.247684722,1.016
2020-12-08,90.55436736,4.601388889,14.460625,5.893423611,92.14479167,-0.009347627,121.8763229,-0.084188194,4.310536111,0.254
2020-12-09,90.68499354,5.104861111,14.50868056,5.368270833,92.51013889,-0.00166685,88.92927708,3.800581944,3.214791667,0
2020-12-10,89.03053097,5.714444444,14.50305556,5.342125,92.98944444,0.094445112,102.696234,8.318141082,1.611204167,0
2020-12-11,78.70290951,5.939090909,14.5251049,5.206832168,91.65531469,0.081361893,114.7811528,8.113572222,1.633875,0
2020-12-12,78.38923486,5.560555556,14.47604167,5.332006944,92.53375,0.164789431,98.30000903,11.11151458,2.053105556,0
2020-12-13,84.48507049,4.641678322,14.24083916,6.13820979,95.25909091,0.315412518,117.1389028,11.54867083,1.900129167,0
2020-12-14,87.7464759,4.408671329,14.16391608,6.12313986,95.4048951,0.350529722,50.12539444,5.618957639,3.2581,30.734
2020-12-15,90.44068813,4.834236111,14.20548611,5.670423611,94.6425,0.087420457,113.3549576,0.628702778,1.686139583,0
2020-12-16,89.65160896,5.104583333,14.25201389,5.336534722,93.31243056,0.001109433,12.43794653,-0.391261806,0.794623611,11.938
2020-12-17,91.17707153,4.592307692,14.31671329,4.962496503,93.45853147,-0.003202149,33.87309028,3.030265278,1.433995139,7.874
2020-12-18,91.68996111,4.559930556,14.32083333,4.712611111,93.93104167,-0.005618376,65.66203819,0.31239375,2.886941667,0
2020-12-19,85.39902868,5.029583333,14.31902778,4.498208333,93.775,0.026539761,88.31274444,-0.18171875,1.387822222,0
2020-12-20,74.10262903,5.30528169,14.2656338,4.428084507,93.15669014,0.020276872,98.79586875,3.917257639,1.357561806,0
2020-12-21,84.06879903,4.679583333,14.17159722,4.610486111,94.23166667,0.019483364,112.3780229,6.81694375,1.953632639,0
2020-12-22,93.29045444,4.222013889,14.00395833,4.642409722,95.49743056,0.002006358,115.7860271,5.375660417,2.624766667,0
2020-12-23,89.6860684,4.986111111,13.99576389,4.515916667,95.15048611,0.017768694,109.5600479,3.9406625,2.253223611,0
2020-12-24,83.56744743,5.375972222,13.98465278,4.533743056,94.94277778,0.010462897,11.39599375,8.207433333,3.196128472,15.24
2020-12-25,92.87378861,4.266013986,13.85944056,4.085244755,94.92741259,-0.000223484,90.86596319,-5.075914583,3.128502778,0
2020-12-26,91.39091924,4.565314685,13.84048951,3.149594406,94.38251748,0.015681956,94.55020903,-5.252926389,2.858746528,0
2020-12-27,88.49007222,5.350625,13.83895833,2.859486111,93.94,0.185875038,115.8304556,0.154817361,1.5309375,0
2020-12-28,88.92843632,4.812661871,13.75635714,3.045978571,94.73792857,0.06472084,74.78632014,4.809349306,2.282430556,0
2020-12-29,92.31242694,4.590347222,13.68638889,3.021361111,95.64069444,0.035596054,116.8284333,2.293181944,1.809240972,0
2020-12-30,88.47878847,5.238472229,13.54534722,3.310125,96.02020833,0.023305331,110.5381174,1.518597222,1.950222917,0
2020-12-31,91.10018806,5.161527778,13.51666667,3.449631944,96.74006944,0.009404903,79.00203889,10.1420931,1.700969444,0
2021-01-01,90.46101153,5.817622378,13.40447552,3.612293706,97.19678322,0.005872314,11.26030278,2.019015972,1.332090278,15.494
2021-01-02,93.06532354,5.030699301,13.33391608,3.747202797,97.75965035,0.001112482,109.427684,8.780595139,2.26335625,0
2021-01-03,93.80604292,5.598749993,13.26930556,4.058555556,98.588125,0.000469556,43.56069792,6.134402083,1.403890972,3.302
2021-01-04,95.08609014,5.509507042,13.22514085,4.12915493,98.77091549,-0.000961959,43.21106528,2.92055625,1.411238889,0
2021-01-05,93.24241708,5.138472222,13.129375,4.109673611,99.17104167,-8.99E-05,73.59779583,3.558874306,2.068444444,0
2021-01-06,96.40733722,4.834475524,13.07083916,3.944048951,98.95643357,-4.19E-05,95.76796597,2.710475694,3.02018125,0
2021-01-07,92.74206396,5.417986111,13.01152778,3.738229167,98.66979167,-0.004294373,112.2127556,1.863766667,2.047497222,0
2021-01-08,88.62920625,6.052430549,12.93736111,3.778958333,99.04069444,0.004555684,25.88857708,1.651039583,1.942156944,2.032
2021-01-09,96.13660833,4.772681159,12.90913043,3.486543478,98.7034058,-0.000146015,128.257175,1.2595375,4.999774306,0
2021-01-10,95.44718465,5.372957746,12.86753521,3.136915493,98.20260563,0.026978959,122.4940181,0.814138889,2.733688194,0
2021-01-11,90.09801118,6.405972215,12.89284722,2.662263889,98.12055556,0.323974253,29.59885833,1.034045833,1.662394444,0.508
2021-01-12,95.32198306,5.263706287,12.81699301,2.828706294,98.86573427,0.04742724,130.1350771,4.073502778,2.611719444,0
2021-01-13,95.82148785,5.521597222,12.736875,2.894756944,98.76902778,0.045867392,133.3073,2.707144831,2.54545,0
2021-01-14,96.00870979,5.622097902,12.69104895,2.728741259,98.71524476,0.099241564,133.8842229,3.771490972,2.662386806,0
2021-01-15,92.15637917,7.017152764,12.57736111,3.226701389,99.35319444,0.092548341,24.52274167,0.435061806,1.802006944,3.81
2021-01-16,92.80314125,6.221468531,12.62426573,2.610062937,98.92888112,0.141893488,55.21167361,0.831928472,2.360645139,0.508
2021-01-17,96.0622809,6.548041958,12.52041958,2.598979021,98.80874126,0.045768812,68.61494236,2.542439583,1.801606944,0
2021-01-18,96.28718618,6.565594406,12.4851049,2.58341958,99.01307692,0.058985334,52.99981528,1.273136111,2.014464583,0
2021-01-19,95.37918347,6.902916653,12.42236111,2.620006944,99.25694444,0.052429909,100.9234201,3.515336806,1.765224306,0
2021-01-20,96.96004271,6.284722215,12.39229167,2.696652778,99.55111111,0.055580437,138.968975,2.502418056,2.740638194,0
2021-01-21,96.91634576,6.142361111,12.363125,2.631270833,99.67409722,0.040800098,138.2060257,4.546109028,2.551847222,0
2021-01-22,97.21319132,6.121818168,12.27797203,2.767118881,99.96167832,0.014258482,117.6102201,4.833158333,2.272540278,0
2021-01-23,97.08450326,6.439930542,12.23979167,2.630930556,99.93763889,0.016249986,147.1690785,-0.21473125,2.577325,0
2021-01-24,93.2299291,8.207361104,12.2175,2.616743056,99.82416667,0.151656928,75.98661806,-0.393782639,1.500435417,0
2021-01-25,91.15060306,8.518333319,12.18951389,2.720083333,100.3313889,0.081050277,11.81535417,2.124247917,1.406043056,19.304
2021-01-26,87.93589507,8.092727238,12.04713287,2.887272727,100.1226573,0.076164332,53.59046111,1.727436111,1.267942361,29.972
2021-01-27,95.64921347,7.072183085,12.02992958,2.801161972,100.3723944,0.030758696,100.6039542,5.529024306,2.139231214,2.032
2021-01-28,96.86825035,6.329513868,11.88277778,2.704548611,100.3261111,0.068442519,79.24341806,-2.682224306,4.14134316,0.254
2021-01-29,97.04348451,6.313194444,11.78826389,2.162916667,99.62215278,0.00702734,154.2444583,-3.933353472,2.423741667,0
2021-01-30,96.2134975,7.375069431,11.73722222,2.05325,99.48590278,0.399168641,110.6609625,-1.884011806,1.756394444,0.254
2021-01-31,89.39679563,9.182083292,11.61104167,2.497090278,100.2115278,0.226344847,27.38157917,-1.836061111,1.516783333,0.254
2021-02-01,93.56815521,6.581678315,11.66475524,1.846769231,99.75405594,0.093827706,76.21817083,-0.178318056,3.825242361,8.636
2021-02-02,96.66229361,5.947361111,11.59854167,1.797708333,99.14479167,0.017598809,92.73730972,-1.677168056,5.225251389,0
2021-02-03,95.89350931,6.119370636,11.64272727,1.399181818,98.45993007,0.015697671,167.0640549,-0.386172917,3.097140972,0
2021-02-04,95.99267701,6.509999979,11.604375,1.316034722,98.54993056,0.051853763,129.2321132,2.030489583,3.153706944,0
2021-02-05,96.18576118,6.75209786,11.47335664,1.826524476,99.69335664,0.118868035,136.9795049,4.243389583,2.173897917,0.762
2021-02-06,97.36696236,6.881398587,11.44867133,1.776447552,99.88839161,0.062883702,84.78077917,3.798188889,2.18326875,0
2021-02-07,97.02439576,6.809513854,11.37958333,1.885611111,100.3308333,0.171941179,125.172384,0.720845833,2.850984722,5.842
2021-02-08,96.59146694,7.078888882,11.33652778,1.871027778,100.1677083,0.185731162,154.4898719,-0.591462197,1.807169757,0
